ID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
39386,63,55,54,67,62,64,67,62,59,64,75,74,75,70,74,66,72,70,59,56,65,64,63,61,59,73,67,67,12,6,8,6,11
228517,55,52,66,67,54,71,57,35,59,66,79,80,78,71,78,53,67,83,76,52,70,69,53,58,45,66,73,71,13,8,12,13,9
224970,80,59,41,68,73,75,81,75,71,70,75,72,85,65,87,80,80,58,51,76,57,39,68,63,57,73,39,37,11,7,9,11,12
149185,61,45,61,74,60,56,62,61,71,73,60,53,59,74,64,67,52,60,65,66,85,79,53,70,57,82,77,75,8,12,7,11,5
247972,63,64,47,72,58,71,66,69,67,69,77,74,80,67,83,65,58,74,61,68,55,46,67,72,62,64,53,50,12,10,7,12,15
220621,74,72,47,72,64,83,73,69,64,79,81,78,85,73,77,73,56,68,47,70,51,40,75,77,69,74,30,21,16,7,8,11,11
191566,66,31,51,69,42,67,71,60,68,71,72,66,77,73,77,65,64,64,63,54,64,71,65,67,62,72,71,70,8,11,13,13,13
202375,61,54,48,63,58,64,73,69,62,66,73,67,82,60,83,70,66,64,65,70,72,62,60,66,64,62,60,57,6,14,10,16,6
246562,64,60,53,64,46,66,64,64,58,69,90,92,93,61,81,66,75,92,65,51,50,56,64,62,45,58,57,54,6,10,10,6,8
190575,61,50,57,74,51,67,57,60,71,72,66,69,74,68,72,71,78,68,66,58,71,65,58,69,46,72,68,63,15,6,7,12,7
225964,67,69,46,71,65,81,75,71,70,75,69,71,87,71,91,67,67,65,40,69,65,35,69,69,67,79,47,35,8,12,12,8,9
232985,66,64,46,76,58,81,65,64,72,72,82,77,73,65,80,67,71,68,73,68,57,52,60,74,63,66,49,46,6,12,11,9,8
244428,70,35,58,67,51,60,67,65,65,65,74,76,72,62,73,72,74,76,67,65,79,64,57,61,42,68,68,68,7,9,10,7,11
181786,68,44,81,68,38,67,66,60,67,73,49,58,57,73,46,64,81,68,84,50,76,75,45,57,49,78,83,82,15,9,12,14,6
172208,67,61,56,71,68,68,73,69,67,70,71,71,73,64,70,69,69,73,71,65,46,46,69,68,69,65,55,50,12,10,14,6,13
213814,77,60,40,77,72,83,78,69,67,82,76,81,79,72,77,74,44,72,62,70,42,34,74,68,69,74,38,36,11,10,6,10,5
197975,52,54,47,71,52,68,39,55,67,68,65,67,78,70,78,65,80,81,75,61,86,68,60,63,44,76,66,58,14,15,8,8,13
201698,52,56,53,72,74,63,69,54,70,69,68,67,77,71,68,62,51,73,51,69,68,72,70,71,47,72,68,67,7,7,7,6,16
217235,58,22,74,64,30,58,65,69,59,65,68,68,65,76,70,68,93,76,72,59,86,76,42,39,45,64,76,74,13,13,14,15,13
201313,72,74,65,73,67,75,75,79,70,75,85,75,82,71,80,70,56,70,62,75,51,25,75,73,75,74,23,20,9,12,9,9,7
185018,70,60,45,71,68,64,72,74,70,67,74,54,62,67,76,72,32,85,66,73,62,62,61,69,64,63,63,60,7,8,10,6,9
246748,68,49,65,69,45,72,63,29,75,68,79,77,70,77,73,55,65,69,66,60,55,72,70,66,36,72,72,66,10,9,10,15,15
232789,64,71,35,66,62,75,70,45,64,72,86,84,93,65,94,69,86,74,30,69,62,31,71,68,64,67,53,51,10,11,11,13,9
193768,68,43,58,67,43,66,73,52,67,66,76,73,75,66,73,69,73,67,69,62,66,63,63,64,50,68,68,65,6,15,12,6,14
213135,69,77,75,74,70,78,54,40,59,78,78,85,71,77,66,81,76,70,77,70,69,28,78,69,65,77,24,18,15,13,16,11,15
224179,50,79,80,72,71,73,51,36,65,77,63,69,61,78,72,80,70,72,91,73,66,30,82,71,78,80,31,18,14,12,16,13,16
173204,69,51,66,70,53,70,65,41,64,70,65,71,69,68,65,70,72,68,72,54,64,69,64,64,51,68,68,68,6,11,11,14,5
204497,74,67,45,79,63,78,68,63,80,78,72,65,77,77,77,69,58,75,60,71,50,44,68,80,48,72,37,39,15,12,13,10,12
244625,70,51,61,70,48,70,70,58,68,71,74,76,70,67,74,70,58,72,68,63,66,63,67,57,36,55,69,66,8,5,7,15,6
231777,68,64,50,74,67,83,78,69,64,78,82,82,83,69,89,73,53,68,45,67,52,37,69,74,55,74,42,35,11,12,13,11,10
190542,72,69,32,67,62,70,77,78,65,69,80,82,86,61,77,76,80,81,69,72,45,33,66,65,71,67,34,16,10,13,15,8,8
202695,59,40,82,74,40,61,54,53,73,68,55,63,55,79,53,63,82,69,82,38,85,82,43,65,52,78,82,79,14,8,12,9,7
225502,38,55,70,71,36,63,36,37,72,73,79,86,72,73,68,64,79,90,68,64,85,69,62,63,43,57,68,57,11,11,9,6,14
180359,76,49,68,75,45,69,67,59,68,71,69,67,68,73,76,59,34,52,59,53,81,76,66,64,51,68,77,78,8,8,13,8,12
169214,63,70,60,71,65,72,72,62,47,72,86,85,88,72,82,74,33,79,68,66,45,44,73,64,80,67,33,28,13,11,10,13,15
239335,68,76,45,76,52,80,78,84,72,79,62,64,65,73,73,72,57,59,61,77,48,61,70,74,53,72,47,43,12,7,9,11,7
223334,44,75,75,73,65,76,52,38,56,73,75,79,69,72,67,81,76,75,85,62,78,45,73,66,61,72,48,38,9,13,8,13,13
225273,66,56,54,68,56,70,62,51,57,68,79,83,75,64,76,67,74,84,70,57,62,56,65,59,40,63,65,62,10,11,10,11,15
183414,67,60,50,71,64,66,74,75,69,69,66,67,67,65,72,64,68,60,65,67,59,59,65,64,68,67,60,47,8,14,13,10,9
211365,67,65,48,68,61,73,68,61,67,71,78,73,81,68,73,68,55,77,67,64,60,53,69,71,52,69,54,51,15,6,8,9,8
223085,61,65,64,69,53,66,57,61,65,67,68,68,77,63,74,58,79,70,69,63,61,56,65,68,56,65,61,58,9,13,16,11,12
192546,78,43,56,69,24,77,70,53,58,74,73,76,67,77,66,57,65,85,73,38,64,76,57,57,52,65,76,68,9,16,8,7,15
206310,72,45,53,70,32,71,50,50,65,68,73,69,73,63,75,73,70,76,68,69,72,65,55,69,58,67,70,68,15,8,13,8,14
214366,63,57,49,72,31,59,57,65,74,73,65,66,70,73,66,72,62,80,68,70,68,72,58,72,57,66,70,67,9,8,10,10,10
243989,45,65,73,71,50,66,49,47,69,70,56,54,53,68,51,74,65,91,76,65,82,71,72,65,53,69,75,68,7,13,11,10,11
234980,51,70,65,74,57,72,68,52,70,73,68,69,64,66,47,74,57,67,73,66,67,64,66,72,48,70,67,61,7,12,9,14,7
209529,67,71,63,72,60,74,68,59,62,75,78,74,75,69,75,68,75,80,67,67,67,34,73,74,68,71,23,25,7,12,9,10,11
228326,67,55,59,62,51,68,71,41,59,69,72,76,67,67,69,63,61,92,67,48,80,69,65,49,62,61,64,62,13,15,13,8,12
189338,76,68,52,73,62,76,72,70,66,72,78,86,84,69,76,77,69,63,64,67,56,30,72,74,59,69,35,30,9,15,12,14,6
243339,63,58,61,68,68,61,60,64,69,65,67,56,73,60,68,74,76,66,67,66,74,64,61,62,58,65,64,63,6,12,8,7,8
232832,68,58,49,65,48,75,52,45,63,69,78,77,87,67,93,63,72,79,56,62,58,65,67,63,48,64,59,57,8,7,12,14,11
213147,63,57,55,71,45,64,57,53,68,66,76,75,81,63,83,59,73,78,70,53,71,64,64,66,44,60,66,64,11,16,6,8,8
228151,59,50,50,73,48,68,63,55,72,73,72,67,72,71,77,56,56,79,52,58,76,71,59,73,58,68,71,65,9,12,15,11,9
200108,70,45,66,69,54,68,61,40,65,69,72,70,69,65,70,65,74,72,63,49,66,69,67,61,45,65,71,69,11,15,16,9,16
186547,55,40,76,69,36,65,53,45,67,67,65,62,70,76,68,57,83,61,71,53,76,83,50,64,57,76,83,80,5,11,12,6,12
236457,75,42,62,67,44,69,67,40,65,67,82,84,74,68,75,68,61,80,60,38,70,69,64,59,47,65,71,71,14,5,13,9,12
247181,68,65,41,68,71,79,76,52,46,77,86,85,86,73,80,70,51,70,63,65,61,40,73,71,60,78,46,38,13,8,14,10,12
193475,72,43,58,67,43,65,68,63,66,66,71,72,69,66,68,60,80,73,66,52,67,67,64,61,49,65,69,69,8,8,14,16,10
167599,72,59,60,72,70,62,80,78,74,70,50,45,63,72,69,68,44,51,62,66,60,69,67,74,75,78,56,56,16,12,14,7,9
214446,75,40,66,70,37,61,56,45,66,64,85,80,75,63,65,50,80,90,80,50,58,69,64,53,40,55,74,71,14,12,15,14,10
204060,64,66,45,74,62,73,74,75,66,74,80,77,75,67,84,81,86,69,65,75,59,36,66,68,72,66,27,25,10,16,6,9,12
157515,70,52,57,66,61,60,60,60,64,65,67,67,70,69,70,66,74,68,66,61,65,66,56,64,63,63,68,68,9,8,13,10,10
237582,71,46,66,64,32,63,67,69,65,65,73,71,66,62,70,63,79,85,70,58,70,65,63,71,46,65,68,66,7,14,6,7,11
191222,66,48,55,60,21,57,59,61,59,63,72,77,71,66,70,76,85,85,80,68,75,69,47,43,63,65,65,61,14,14,12,14,15
204450,48,62,56,68,55,61,43,45,66,64,71,71,67,71,42,77,86,80,80,63,76,73,69,70,41,68,72,62,15,16,10,7,9
190060,51,48,47,66,62,66,45,33,62,69,89,84,81,61,82,64,84,83,75,55,80,61,63,60,44,71,65,65,12,15,8,14,11
164029,51,79,78,74,77,75,78,53,52,78,62,59,79,75,67,82,85,58,70,78,66,18,84,56,76,77,35,27,8,9,16,9,11
224218,70,74,49,70,67,78,71,68,55,75,86,85,79,72,75,74,54,68,59,74,59,29,74,68,66,71,35,30,13,12,11,13,10
226773,53,58,41,76,34,72,52,42,73,70,74,73,77,67,64,72,71,73,69,60,75,69,66,76,53,72,69,62,12,11,10,10,13
247215,62,62,59,68,49,66,65,58,64,68,67,66,66,67,80,66,63,82,66,68,73,62,62,68,59,66,64,52,9,13,6,13,6
188038,69,48,73,70,46,67,62,50,66,64,67,64,62,69,61,59,79,71,77,58,72,72,64,57,40,62,70,72,8,13,14,15,8
223255,69,48,53,65,40,65,70,66,60,65,77,76,69,66,73,64,67,83,61,59,62,68,64,63,48,66,66,64,15,12,16,9,10
224189,66,36,71,64,51,63,65,73,69,66,67,69,61,68,54,68,60,70,76,58,68,69,55,65,58,64,72,72,14,11,9,10,13
53578,55,39,63,74,51,65,53,50,74,71,60,62,67,70,83,70,77,74,75,54,87,73,57,62,58,75,74,76,2,4,2,2,4
232230,65,38,59,67,32,70,60,54,63,69,79,79,75,64,75,70,75,75,62,52,71,66,64,67,59,59,72,68,15,7,8,8,6
208812,64,53,55,61,62,62,67,63,60,62,75,78,77,58,71,71,81,81,67,61,65,62,58,59,55,56,59,57,15,14,9,7,14
258536,66,57,59,64,59,62,66,69,56,64,84,85,69,61,74,76,78,80,78,55,70,60,59,56,43,64,58,60,6,10,7,5,7
209782,66,67,40,73,66,80,76,78,71,78,73,74,82,70,77,76,56,71,58,79,47,52,67,74,55,71,42,25,14,12,15,10,7
144010,61,69,58,69,68,67,70,64,65,68,53,60,62,60,69,74,71,60,62,70,68,67,61,63,55,64,66,63,8,14,16,6,8
236276,72,73,44,70,55,80,76,57,64,78,82,77,78,66,74,79,61,74,67,74,55,32,71,68,44,73,52,47,15,8,10,8,14
194135,75,66,45,68,63,72,76,75,65,75,80,81,83,67,73,68,81,63,70,78,72,19,76,75,70,71,23,22,13,11,10,10,12
230665,73,67,48,72,58,78,75,70,64,79,69,67,75,73,70,73,64,82,66,72,60,39,70,68,62,72,29,31,8,9,8,13,12
235814,69,51,61,68,49,60,66,68,63,63,77,74,73,72,70,57,57,68,71,54,62,68,61,66,65,68,72,69,9,10,6,6,7
236015,62,57,55,75,52,73,65,63,73,71,72,72,74,68,75,70,58,67,66,65,57,58,69,73,49,73,56,53,7,7,14,15,11
246172,69,71,44,69,70,87,71,58,56,80,92,85,87,72,80,76,67,73,53,74,47,33,75,68,55,70,32,33,13,7,9,7,6
198504,67,70,70,71,72,71,76,51,63,70,74,75,69,71,73,75,72,62,72,70,72,35,72,57,74,72,37,40,7,9,13,8,13
229453,65,64,57,71,60,74,59,63,61,75,73,74,74,72,70,72,53,72,63,70,63,56,66,70,53,72,57,55,5,6,14,7,13
233731,61,82,70,72,81,78,67,45,47,81,81,83,80,74,68,84,71,70,75,73,52,29,80,76,75,77,21,18,7,6,9,7,11
204387,69,73,49,76,49,74,65,70,73,75,71,63,73,71,67,58,58,72,58,72,45,60,75,76,60,75,59,41,8,11,14,6,8
191388,71,71,54,72,72,80,72,67,70,74,77,75,76,68,67,70,31,67,65,73,62,44,73,76,68,72,47,37,9,11,9,6,7
162926,77,62,52,70,60,65,78,77,77,72,53,53,61,66,60,79,49,63,65,73,53,63,65,77,77,68,65,43,8,8,7,9,6
142708,63,82,79,77,79,78,76,66,65,84,65,62,62,76,70,75,80,52,73,61,46,23,87,77,87,nan,21,19,13,6,7,16,15
246708,72,72,73,71,67,73,69,56,71,75,74,78,76,72,64,76,65,70,71,74,49,33,74,68,59,66,33,35,6,7,10,15,15
228349,73,39,62,69,47,71,62,58,67,69,71,69,68,71,61,69,65,75,70,58,70,70,62,65,35,68,73,72,8,12,10,10,8
212125,69,66,58,72,68,80,79,62,64,79,82,85,89,73,75,65,78,49,49,64,41,49,70,70,70,72,39,37,8,9,15,6,7
191980,58,59,64,62,56,65,55,56,60,63,79,73,75,64,68,65,74,73,71,56,67,64,63,65,54,66,66,61,8,16,12,8,14
210972,75,32,64,71,37,72,72,46,62,75,75,72,71,71,69,69,67,78,60,44,68,74,66,39,46,64,75,74,14,7,14,12,13
214394,59,30,59,80,22,66,31,31,65,69,76,71,75,77,73,53,78,93,80,39,84,80,60,65,32,80,81,74,13,14,13,15,16
245840,70,68,42,68,63,69,64,63,60,67,71,68,76,68,70,70,66,75,58,67,71,59,68,71,62,67,58,48,8,11,9,10,14
221713,65,49,58,59,57,65,68,61,57,61,75,74,71,65,68,61,75,80,68,50,75,64,57,60,59,60,66,65,15,8,15,12,10
254822,70,58,63,63,51,63,65,31,63,64,84,83,81,63,79,63,64,80,67,57,72,61,62,65,47,62,65,65,11,6,14,5,10
221824,57,59,56,68,57,63,69,67,69,67,71,73,74,63,74,62,58,77,64,64,63,57,69,67,58,68,63,56,9,7,9,11,16
230222,47,42,72,73,50,60,60,48,67,66,69,60,68,64,56,79,81,75,75,76,80,65,55,50,50,72,75,77,8,13,9,9,10
221791,73,62,50,71,60,71,73,67,66,70,59,61,72,69,68,68,59,73,62,71,39,59,68,74,55,69,65,63,9,15,9,9,8
201155,70,66,49,77,65,78,70,75,76,78,73,74,77,58,78,72,39,57,52,70,63,35,62,71,56,68,55,43,14,15,13,12,8
223875,60,70,74,71,66,72,69,59,69,72,65,67,70,63,51,75,77,65,74,71,76,45,68,63,67,73,53,42,10,15,11,7,10
214206,44,83,73,69,78,73,66,56,61,78,63,73,75,76,68,82,74,72,70,73,48,35,81,68,83,78,23,19,14,10,8,6,13
210126,70,66,53,69,67,70,71,79,71,72,68,69,75,68,75,68,72,67,58,71,58,36,71,70,75,73,35,33,15,10,12,7,10
110026,75,70,48,74,68,73,78,62,71,78,62,64,63,63,68,72,66,60,61,78,59,45,76,72,70,81,46,40,9,12,7,16,7
237257,58,53,51,74,68,67,65,60,76,71,65,59,67,73,68,69,52,82,59,53,68,63,62,75,56,74,64,60,11,13,14,8,11
219835,65,70,53,72,58,75,66,68,67,74,78,81,83,70,81,78,62,57,38,76,58,44,72,77,64,64,39,34,10,13,12,14,7
224444,57,41,55,74,47,73,56,64,72,73,66,61,61,69,71,61,49,91,65,51,75,66,61,70,55,69,71,66,8,14,16,14,15
245520,69,65,49,77,56,77,60,36,77,73,75,77,68,68,79,60,61,69,60,70,61,63,72,65,40,66,65,55,14,6,11,9,11
240898,74,67,45,70,52,72,67,51,64,69,82,79,77,70,78,59,51,68,55,45,59,65,67,66,50,55,68,67,11,14,9,12,6
215181,68,38,57,69,40,68,65,50,66,69,72,79,73,71,70,67,78,79,66,60,73,73,55,53,46,72,72,71,10,13,9,5,8
230445,69,75,81,71,70,61,61,46,70,72,48,53,50,73,60,80,85,73,84,69,80,42,77,68,79,75,38,29,13,14,9,9,7
200210,56,62,55,66,59,66,64,62,64,66,62,63,80,64,75,66,67,72,70,63,67,56,62,65,65,65,60,57,16,11,13,8,16
182212,62,74,80,67,75,70,66,56,55,70,68,76,66,79,62,74,85,67,86,71,80,15,76,62,78,77,31,19,10,11,11,6,8
193169,64,69,72,64,74,64,77,71,65,66,64,66,79,68,60,66,83,73,77,68,58,22,71,65,80,73,37,33,7,10,12,14,7
191488,67,48,64,67,47,57,74,44,64,67,53,67,65,69,50,67,78,68,75,49,79,74,59,58,61,71,75,78,16,9,12,13,15
186405,62,66,71,73,73,71,69,49,63,72,68,69,67,76,59,72,60,69,77,68,76,43,74,73,74,73,38,32,7,10,10,10,9
240193,70,51,58,76,50,72,49,41,74,74,66,66,70,71,70,72,58,75,60,58,74,60,70,70,54,62,67,64,14,11,6,8,14
251719,63,57,48,64,53,69,70,77,59,70,80,76,88,67,92,71,58,70,33,68,67,53,65,64,53,72,54,47,14,11,13,7,13
210214,61,70,64,70,54,69,71,57,69,71,61,54,70,71,63,71,63,62,67,71,58,64,75,79,54,67,64,67,8,10,9,8,13
110376,61,76,66,73,70,73,84,83,69,74,64,50,78,73,70,71,74,63,69,72,58,45,75,75,78,73,22,24,6,8,8,15,6
189462,71,67,55,67,69,73,68,65,59,73,87,85,84,70,83,75,70,55,61,71,66,42,68,71,68,69,37,28,11,10,9,11,9
198517,48,45,58,66,37,64,45,54,65,65,70,68,78,70,79,63,83,78,72,53,75,72,65,67,57,65,68,63,12,15,9,16,10
156112,68,57,60,66,59,65,71,74,69,69,51,47,66,63,77,71,70,77,62,70,72,64,65,66,68,nan,55,53,6,10,8,8,12
4202,55,35,45,77,57,55,39,35,72,66,64,54,64,75,82,73,54,70,82,53,91,82,64,70,59,nan,84,84,8,7,8,11,5
200724,70,32,78,78,38,59,55,37,61,76,72,83,60,75,73,54,82,81,79,28,80,79,37,53,45,73,83,82,12,7,10,15,7
243014,69,74,52,67,78,74,64,66,60,74,83,82,91,71,75,74,59,76,60,69,45,25,73,68,63,63,38,37,7,14,15,13,14
224690,57,51,63,66,57,57,72,83,65,59,61,59,59,62,75,72,84,75,83,61,65,61,56,56,58,60,62,62,14,7,7,13,11
211595,61,65,65,69,56,60,64,55,74,65,63,65,66,67,62,69,65,69,67,67,64,71,67,59,48,64,66,63,10,9,15,13,14
223676,68,62,64,66,57,68,62,43,63,67,78,82,70,65,69,64,78,70,53,58,73,63,60,64,55,67,65,62,7,8,13,9,13
157304,62,51,78,76,46,55,61,64,75,67,60,58,60,68,52,76,68,43,81,66,74,76,41,56,62,74,76,76,9,10,7,11,15
240359,62,58,76,69,47,62,52,41,68,68,63,65,54,68,50,63,78,78,82,59,82,76,65,47,45,59,75,73,7,13,14,13,15
198190,72,55,70,69,25,68,47,56,67,69,69,75,71,67,67,60,73,70,72,54,82,68,60,55,44,72,72,72,16,16,9,11,7
210136,78,37,71,68,39,62,58,37,64,65,74,79,71,69,67,56,73,80,71,51,72,68,66,61,38,59,76,76,16,8,11,10,9
213557,54,58,62,68,55,65,50,40,67,67,66,67,74,61,72,78,73,74,62,68,73,63,62,63,55,64,69,65,11,14,12,9,13
165501,65,51,78,76,49,59,70,76,75,76,37,31,38,77,61,75,68,32,71,69,81,79,43,56,69,80,78,72,14,14,15,14,13
201093,59,71,64,68,59,71,64,55,66,74,69,66,70,71,74,70,69,62,67,71,61,36,72,73,68,74,54,45,15,13,7,14,12
229212,70,52,65,73,44,65,65,58,70,71,65,65,49,64,65,79,65,80,80,71,82,63,63,69,62,65,55,55,8,8,6,7,6
255198,42,62,78,69,57,65,56,51,68,70,67,64,63,68,64,69,76,79,70,65,67,68,64,70,45,74,69,62,6,11,15,7,7
247144,70,54,44,67,39,68,76,71,77,78,86,77,56,64,88,71,58,80,71,71,73,29,72,81,51,72,43,52,9,10,6,15,12
230322,71,51,77,68,49,65,33,32,66,68,71,75,70,68,71,45,90,71,76,49,75,70,63,57,59,69,69,68,15,11,13,12,6
204529,65,81,75,62,77,78,66,46,36,79,75,75,75,77,75,81,80,64,79,73,63,23,81,62,67,81,26,22,9,10,16,7,15
165321,67,57,67,66,62,62,65,55,63,70,55,54,60,68,62,67,69,65,72,54,74,69,60,64,62,66,69,67,6,16,13,11,16
200911,62,75,70,69,71,70,58,61,67,73,71,73,74,71,62,72,73,65,70,69,61,22,82,78,80,79,45,30,7,11,14,14,15
166928,70,53,56,64,55,64,70,59,63,63,66,74,61,64,62,70,70,77,70,59,84,60,65,63,52,70,64,65,7,12,14,10,12
176062,75,61,64,75,64,69,70,73,71,70,52,53,56,68,62,69,71,67,66,66,68,57,68,74,67,72,57,58,12,15,11,7,6
182002,59,54,77,78,33,63,36,39,67,75,69,69,46,76,39,74,81,65,93,54,77,80,53,50,58,71,78,78,10,16,12,9,14
212715,66,72,53,67,64,76,62,45,60,73,86,89,88,67,81,75,67,74,63,68,65,47,74,71,55,73,32,34,15,13,6,13,9
253946,68,67,40,64,60,77,68,57,59,72,83,83,82,68,80,69,55,72,62,70,59,59,68,67,60,65,47,47,10,10,11,12,6
222405,56,49,55,64,45,60,56,47,61,61,74,72,83,62,88,60,82,90,66,54,84,66,57,60,52,64,65,64,16,11,15,8,10
229649,65,58,58,70,38,70,35,55,66,72,70,70,81,70,78,64,70,82,73,65,59,63,66,58,53,65,67,63,14,7,11,12,9
199266,54,69,78,65,64,75,67,62,54,73,66,68,69,73,66,75,78,68,73,68,69,49,73,72,66,72,40,20,10,11,14,13,16
231128,62,67,57,71,66,75,68,62,66,71,78,77,76,71,71,66,69,71,60,66,55,60,66,71,58,65,44,45,15,14,7,7,10
189619,60,53,60,72,44,67,60,55,66,72,66,67,70,72,78,58,59,78,71,56,73,70,57,65,57,74,72,66,6,10,11,7,11
199852,64,75,73,74,70,72,69,62,65,75,68,66,64,73,56,80,68,72,80,74,65,31,76,74,68,79,36,24,6,8,14,9,7
225376,66,58,57,70,52,62,57,58,64,64,58,66,67,67,69,61,68,83,76,62,63,67,56,69,67,67,66,67,7,12,13,8,11
216452,34,80,84,69,78,79,67,41,51,79,62,55,72,76,74,77,76,75,78,73,83,37,79,74,79,81,30,23,9,8,14,12,7
220940,67,63,53,71,52,63,70,73,68,64,62,64,69,63,67,74,62,68,63,66,75,62,61,69,53,65,65,64,12,7,8,8,12
120533,46,46,82,73,23,58,44,47,73,62,63,69,62,79,48,63,88,82,83,56,91,76,40,48,57,79,83,82,8,15,5,9,10
255472,66,65,60,74,67,81,77,67,67,76,86,81,87,76,80,74,58,71,57,71,42,26,70,75,67,81,36,20,8,8,6,14,9
197926,62,33,68,76,58,72,61,59,76,74,50,52,67,71,68,70,73,75,71,68,66,73,60,72,59,69,72,62,4,4,4,4,4
205493,68,69,52,70,67,73,64,64,66,73,91,92,85,72,84,67,69,75,49,64,64,30,71,67,65,70,30,26,16,7,9,13,13
229595,57,63,40,71,60,76,53,66,70,78,79,75,88,63,85,61,50,86,56,52,50,50,66,64,62,68,58,50,14,9,12,14,13
192567,72,46,54,72,55,65,55,41,65,69,73,70,72,69,75,62,69,77,68,62,78,73,39,60,44,68,69,72,8,13,11,12,13
201876,58,73,65,64,67,68,66,62,57,69,73,77,69,68,53,72,73,77,79,66,70,54,71,61,68,72,36,39,15,14,10,9,13
211124,70,64,72,71,70,72,68,72,68,75,76,80,70,64,73,76,81,48,60,71,42,45,62,72,69,70,34,28,7,12,16,11,9
207920,71,50,62,69,43,65,60,35,58,71,76,73,69,71,66,66,74,76,66,44,65,70,67,60,55,69,71,73,12,14,8,15,11
205699,47,39,68,69,40,73,44,48,66,71,76,78,75,64,64,81,71,91,75,52,86,68,64,57,51,73,65,62,13,10,13,7,7
222881,66,35,49,68,36,72,67,41,61,68,74,73,83,66,86,73,78,79,52,65,62,63,64,66,44,65,68,68,16,16,12,12,10
30110,78,83,82,85,82,81,78,65,76,88,54,60,69,70,52,82,70,52,71,70,42,28,82,82,86,nan,14,10,15,6,9,8,15
204193,57,35,58,73,56,65,56,54,68,67,65,56,71,65,69,61,79,76,71,61,77,75,52,60,55,73,72,70,15,13,11,13,6
177294,58,61,50,67,58,64,49,57,66,67,64,66,68,66,66,69,71,85,71,65,83,62,55,67,54,67,66,65,9,11,16,6,10
225114,66,72,56,68,73,78,71,68,60,77,76,75,78,70,69,79,57,67,65,72,63,40,69,71,71,73,30,34,8,14,6,14,10
242162,63,66,39,67,57,75,68,54,60,72,85,79,89,70,75,61,55,89,54,66,54,43,71,67,50,67,66,46,11,13,7,14,12
219990,60,56,59,70,44,67,52,46,68,68,67,70,74,66,80,58,80,83,63,58,57,67,64,66,47,60,67,62,12,16,16,8,16
217826,59,59,61,67,53,66,54,45,66,67,74,75,75,64,64,64,76,79,77,61,64,60,62,66,51,65,63,59,14,8,12,14,16
157310,69,65,55,69,72,68,74,75,68,71,62,54,78,64,79,73,61,69,57,69,60,34,56,72,71,72,57,48,7,9,9,12,12
191687,70,40,83,67,29,55,70,74,75,60,50,55,34,66,42,85,71,72,90,67,85,79,44,52,52,71,82,76,15,11,14,10,6
208866,67,56,52,71,41,73,49,57,65,71,81,76,80,70,90,55,76,70,47,45,71,69,58,61,49,70,71,67,8,11,14,10,9
232623,64,62,38,72,43,66,47,55,69,67,65,74,62,65,74,63,71,83,67,67,74,69,62,67,54,64,68,64,13,12,8,10,13
179592,68,65,52,67,68,68,69,68,64,71,56,55,69,65,67,72,49,70,63,70,47,62,66,70,71,67,68,59,8,7,13,11,15
203903,68,72,50,75,65,78,75,70,68,79,80,82,83,75,74,71,57,74,64,73,24,48,74,76,65,75,26,21,14,8,8,15,6
178224,64,82,78,65,72,73,67,52,56,79,75,66,75,80,78,75,84,65,57,66,59,26,85,70,74,79,29,25,14,12,9,12,11
245304,73,72,44,79,67,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80,74,77,13,23,9,7,8,14,10
150656,66,42,66,73,38,65,58,62,69,71,55,54,63,70,78,68,74,67,73,59,76,68,49,64,57,68,74,72,7,9,8,14,7
245277,66,62,62,70,65,72,68,68,65,67,74,75,75,64,78,67,75,71,53,62,48,48,68,70,64,60,49,49,6,8,7,14,10
189172,77,73,46,64,58,71,67,73,61,70,74,75,80,71,74,72,75,71,61,66,65,35,74,72,72,65,21,35,14,14,10,9,12
203431,65,71,37,67,66,70,75,78,68,68,74,72,76,67,64,70,59,72,76,68,73,57,70,72,73,63,20,12,15,7,12,10,15
203461,60,48,61,70,66,60,51,39,67,69,71,71,76,66,71,67,81,78,66,65,60,65,61,65,56,67,68,64,12,14,9,14,8
205380,68,65,60,65,62,69,68,67,64,67,67,65,74,67,72,75,61,67,55,66,59,61,67,62,59,58,59,55,13,13,10,9,8
227153,71,49,59,71,31,69,46,42,66,70,89,85,74,70,66,45,71,80,66,60,65,71,59,62,46,55,72,73,13,11,15,12,6
226078,75,75,42,76,63,80,63,63,72,78,79,82,78,67,70,76,65,78,67,76,45,22,69,65,74,74,39,27,8,10,15,10,7
254881,62,65,63,65,67,69,65,63,65,67,82,82,83,66,79,65,76,67,52,67,73,32,64,66,62,68,55,53,10,15,6,11,8
245538,66,73,52,68,71,67,68,59,75,69,75,77,75,68,80,69,67,77,49,70,72,36,71,64,68,66,47,41,8,7,8,13,14
216229,70,73,72,72,65,67,68,67,65,70,57,63,72,58,61,75,74,89,78,74,68,38,74,67,70,67,29,26,6,7,11,12,12
245221,76,70,35,75,65,80,77,75,77,76,84,76,87,65,85,72,53,71,41,72,44,25,70,80,64,68,26,30,12,13,14,11,8
